text,pos,neg
bashful,0.0,1.0
bashing,0.0,1.0
bastard,0.0,1.0
bastards,0.0,1.0
battered,0.0,1.0
battering,0.0,1.0
batty,0.0,1.0
bearish,0.0,1.0
beastly,0.0,1.0
bedlam,0.0,1.0
bedlamite,0.0,1.0
befoul,0.0,1.0
beg,0.0,1.0
beggar,0.0,1.0
beggarly,0.0,1.0
begging,0.0,1.0
beguile,0.0,1.0
belabor,0.0,1.0
belated,0.0,1.0
beleaguer,0.0,1.0
belie,0.0,1.0
belittle,0.0,1.0
belittled,0.0,1.0
belittling,0.0,1.0
bellicose,0.0,1.0
belligerence,0.0,1.0
belligerent,0.0,1.0
belligerently,0.0,1.0
bemoan,0.0,1.0
bemoaning,0.0,1.0
bemused,0.0,1.0
bent,0.0,1.0
berate,0.0,1.0
bereave,0.0,1.0
bereavement,0.0,1.0
bereft,0.0,1.0
berserk,0.0,1.0
beseech,0.0,1.0
beset,0.0,1.0
besiege,0.0,1.0
besmirch,0.0,1.0
bestial,0.0,1.0
betray,0.0,1.0
betrayal,0.0,1.0
betrayals,0.0,1.0
betrayer,0.0,1.0
betraying,0.0,1.0
betrays,0.0,1.0
bewail,0.0,1.0
beware,0.0,1.0
bewilder,0.0,1.0
bewildered,0.0,1.0
bewildering,0.0,1.0
bewilderingly,0.0,1.0
bewilderment,0.0,1.0
bewitch,0.0,1.0
bias,0.0,1.0
biased,0.0,1.0
biases,0.0,1.0
bicker,0.0,1.0
bickering,0.0,1.0
bidrigging,0.0,1.0
bigotries,0.0,1.0
bigotry,0.0,1.0
bitch,0.0,1.0
bitchy,0.0,1.0
biting,0.0,1.0
bitingly,0.0,1.0
bitter,0.0,1.0
bitterly,0.0,1.0
bitterness,0.0,1.0
bizarre,0.0,1.0
blab,0.0,1.0
blabber,0.0,1.0
blackmail,0.0,1.0
blah,0.0,1.0
blame,0.0,1.0
blameworthy,0.0,1.0
bland,0.0,1.0
blandish,0.0,1.0
blaspheme,0.0,1.0
blasphemous,0.0,1.0
blasphemy,0.0,1.0
blasted,0.0,1.0
blatant,0.0,1.0
blatantly,0.0,1.0
blather,0.0,1.0
bleak,0.0,1.0
bleakly,0.0,1.0
bleakness,0.0,1.0
bleed,0.0,1.0
bleeding,0.0,1.0
bleeds,0.0,1.0
blemish,0.0,1.0
blind,0.0,1.0
blinding,0.0,1.0
blindingly,0.0,1.0
blindside,0.0,1.0
blister,0.0,1.0
blistering,0.0,1.0
bloated,0.0,1.0
blockage,0.0,1.0
blockhead,0.0,1.0
bloodshed,0.0,1.0
bloodthirsty,0.0,1.0
bloody,0.0,1.0
blotchy,0.0,1.0
blow,0.0,1.0
blunder,0.0,1.0
blundering,0.0,1.0
blunders,0.0,1.0
blunt,0.0,1.0
blur,0.0,1.0
bluring,0.0,1.0
blurred,0.0,1.0
blurring,0.0,1.0
blurry,0.0,1.0
blurs,0.0,1.0
blurt,0.0,1.0
boastful,0.0,1.0
boggle,0.0,1.0
bogus,0.0,1.0
boil,0.0,1.0
boiling,0.0,1.0
boisterous,0.0,1.0
bomb,0.0,1.0
bombard,0.0,1.0
bombardment,0.0,1.0
bombastic,0.0,1.0
bondage,0.0,1.0
bonkers,0.0,1.0
bore,0.0,1.0
bored,0.0,1.0
boredom,0.0,1.0
bores,0.0,1.0
boring,0.0,1.0
botch,0.0,1.0
bother,0.0,1.0
bothered,0.0,1.0
bothering,0.0,1.0
bothers,0.0,1.0
bothersome,0.0,1.0
bowdlerize,0.0,1.0
boycott,0.0,1.0
braggart,0.0,1.0
bragger,0.0,1.0
brainless,0.0,1.0
brainwash,0.0,1.0
brash,0.0,1.0
brashly,0.0,1.0
brashness,0.0,1.0
brat,0.0,1.0
bravado,0.0,1.0
brazen,0.0,1.0
brazenly,0.0,1.0
brazenness,0.0,1.0
breach,0.0,1.0
break,0.0,1.0
breakup,0.0,1.0
breakups,0.0,1.0
breakdown,0.0,1.0
breaking,0.0,1.0
breaks,0.0,1.0
bribery,0.0,1.0
brimstone,0.0,1.0
bristle,0.0,1.0
brittle,0.0,1.0
broke,0.0,1.0
broken,0.0,1.0
brokenhearted,0.0,1.0
brood,0.0,1.0
browbeat,0.0,1.0
bruise,0.0,1.0
bruised,0.0,1.0
bruises,0.0,1.0
bruising,0.0,1.0
brusque,0.0,1.0
brutal,0.0,1.0
brutalising,0.0,1.0
brutalities,0.0,1.0
brutality,0.0,1.0
brutalize,0.0,1.0
brutalizing,0.0,1.0
brutally,0.0,1.0
brute,0.0,1.0
brutish,0.0,1.0
bs,0.0,1.0
buckle,0.0,1.0
bug,0.0,1.0
bugging,0.0,1.0
buggy,0.0,1.0
bugs,0.0,1.0
bulkier,0.0,1.0
bulkiness,0.0,1.0
bulky,0.0,1.0
bulkyness,0.0,1.0
bull,0.0,1.0
bullies,0.0,1.0
bullshit,0.0,1.0
bullshyt,0.0,1.0
bully,0.0,1.0
bullying,0.0,1.0
bullyingly,0.0,1.0
bum,0.0,1.0
bump,0.0,1.0
bumped,0.0,1.0
bumping,0.0,1.0
bumpping,0.0,1.0
bumps,0.0,1.0
bumpy,0.0,1.0
bungle,0.0,1.0
bungler,0.0,1.0
bungling,0.0,1.0
bunk,0.0,1.0
burden,0.0,1.0
burdensome,0.0,1.0
burdensomely,0.0,1.0
burn,0.0,1.0
burned,0.0,1.0
burning,0.0,1.0
burns,0.0,1.0
bust,0.0,1.0
busts,0.0,1.0
busybody,0.0,1.0
butcher,0.0,1.0
butchery,0.0,1.0
buzzing,0.0,1.0
byzantine,0.0,1.0
cackle,0.0,1.0
calamities,0.0,1.0
calamitous,0.0,1.0
calamitously,0.0,1.0
calamity,0.0,1.0
callous,0.0,1.0
calumniate,0.0,1.0
calumniation,0.0,1.0
calumnies,0.0,1.0
calumnious,0.0,1.0
calumniously,0.0,1.0
calumny,0.0,1.0
cancer,0.0,1.0
cancerous,0.0,1.0
cannibal,0.0,1.0
cannibalize,0.0,1.0
capitulate,0.0,1.0
capricious,0.0,1.0
capriciously,0.0,1.0
capriciousness,0.0,1.0
capsize,0.0,1.0
careless,0.0,1.0
carelessness,0.0,1.0
caricature,0.0,1.0
carnage,0.0,1.0
carp,0.0,1.0
cartoonish,0.0,1.0
cashstrapped,0.0,1.0
castigate,0.0,1.0
castrated,0.0,1.0
casualty,0.0,1.0
cataclysm,0.0,1.0
cataclysmal,0.0,1.0
cataclysmic,0.0,1.0
cataclysmically,0.0,1.0
catastrophe,0.0,1.0
catastrophes,0.0,1.0
catastrophic,0.0,1.0
catastrophically,0.0,1.0
catastrophies,0.0,1.0
caustic,0.0,1.0
caustically,0.0,1.0
cautionary,0.0,1.0
cave,0.0,1.0
censure,0.0,1.0
chafe,0.0,1.0
chaff,0.0,1.0
chagrin,0.0,1.0
challenging,0.0,1.0
chaos,0.0,1.0
chaotic,0.0,1.0
chasten,0.0,1.0
chastise,0.0,1.0
chastisement,0.0,1.0
chatter,0.0,1.0
chatterbox,0.0,1.0
cheap,0.0,1.0
cheapen,0.0,1.0
cheaply,0.0,1.0
cheat,0.0,1.0
cheated,0.0,1.0
cheater,0.0,1.0
cheating,0.0,1.0
cheats,0.0,1.0
checkered,0.0,1.0
cheerless,0.0,1.0
cheesy,0.0,1.0
chide,0.0,1.0
childish,0.0,1.0
chill,0.0,1.0
chilly,0.0,1.0
chintzy,0.0,1.0
choke,0.0,1.0
choleric,0.0,1.0
choppy,0.0,1.0
chore,0.0,1.0
chronic,0.0,1.0
chunky,0.0,1.0
clamor,0.0,1.0
clamorous,0.0,1.0
clash,0.0,1.0
cliche,0.0,1.0
cliched,0.0,1.0
clique,0.0,1.0
clog,0.0,1.0
clogged,0.0,1.0
clogs,0.0,1.0
cloud,0.0,1.0
clouding,0.0,1.0
cloudy,0.0,1.0
clueless,0.0,1.0
clumsy,0.0,1.0
clunky,0.0,1.0
coarse,0.0,1.0
cocky,0.0,1.0
coerce,0.0,1.0
coercion,0.0,1.0
coercive,0.0,1.0
cold,0.0,1.0
coldly,0.0,1.0
collapse,0.0,1.0
collude,0.0,1.0
collusion,0.0,1.0
combative,0.0,1.0
combust,0.0,1.0
comical,0.0,1.0
commiserate,0.0,1.0
commonplace,0.0,1.0
commotion,0.0,1.0
commotions,0.0,1.0
complacent,0.0,1.0
complain,0.0,1.0
complained,0.0,1.0
complaining,0.0,1.0
complains,0.0,1.0
complaint,0.0,1.0
complaints,0.0,1.0
complex,0.0,1.0
complicated,0.0,1.0
complication,0.0,1.0
complicit,0.0,1.0
compulsion,0.0,1.0
compulsive,0.0,1.0
concede,0.0,1.0
conceded,0.0,1.0
conceit,0.0,1.0
conceited,0.0,1.0
concen,0.0,1.0
concens,0.0,1.0
concern,0.0,1.0
concerned,0.0,1.0
concerns,0.0,1.0
concession,0.0,1.0
concessions,0.0,1.0
condemn,0.0,1.0
condemnable,0.0,1.0
condemnation,0.0,1.0
condemned,0.0,1.0
condemns,0.0,1.0
condescend,0.0,1.0
condescending,0.0,1.0
condescendingly,0.0,1.0
condescension,0.0,1.0
confess,0.0,1.0
confession,0.0,1.0
confessions,0.0,1.0
confined,0.0,1.0
conflict,0.0,1.0
conflicted,0.0,1.0
conflicting,0.0,1.0
conflicts,0.0,1.0
confound,0.0,1.0
confounded,0.0,1.0
confounding,0.0,1.0
confront,0.0,1.0
confrontation,0.0,1.0
confrontational,0.0,1.0
confuse,0.0,1.0
confused,0.0,1.0
confuses,0.0,1.0
confusing,0.0,1.0
confusion,0.0,1.0
confusions,0.0,1.0
congested,0.0,1.0
congestion,0.0,1.0
cons,0.0,1.0
conscons,0.0,1.0
conservative,0.0,1.0
conspicuous,0.0,1.0
conspicuously,0.0,1.0
conspiracies,0.0,1.0
conspiracy,0.0,1.0
conspirator,0.0,1.0
conspiratorial,0.0,1.0
conspire,0.0,1.0
consternation,0.0,1.0
contagious,0.0,1.0
contaminate,0.0,1.0
contaminated,0.0,1.0
contaminates,0.0,1.0
contaminating,0.0,1.0
contamination,0.0,1.0
contempt,0.0,1.0
contemptible,0.0,1.0
contemptuous,0.0,1.0
contemptuously,0.0,1.0
contend,0.0,1.0
contention,0.0,1.0
contentious,0.0,1.0
contort,0.0,1.0
contortions,0.0,1.0
contradict,0.0,1.0
contradiction,0.0,1.0
contradictory,0.0,1.0
contrariness,0.0,1.0
contravene,0.0,1.0
contrive,0.0,1.0
contrived,0.0,1.0
controversial,0.0,1.0
controversy,0.0,1.0
convoluted,0.0,1.0
corrode,0.0,1.0
corrosion,0.0,1.0
corrosions,0.0,1.0
corrosive,0.0,1.0
corrupt,0.0,1.0
corrupted,0.0,1.0
corrupting,0.0,1.0
corruption,0.0,1.0
corrupts,0.0,1.0
corruptted,0.0,1.0
costlier,0.0,1.0
costly,0.0,1.0
counterproductive,0.0,1.0
coupists,0.0,1.0
covetous,0.0,1.0
coward,0.0,1.0
cowardly,0.0,1.0
crabby,0.0,1.0
crack,0.0,1.0
cracked,0.0,1.0
cracks,0.0,1.0
craftily,0.0,1.0
craftly,0.0,1.0
crafty,0.0,1.0
cramp,0.0,1.0
cramped,0.0,1.0
cramping,0.0,1.0
cranky,0.0,1.0
crap,0.0,1.0
crappy,0.0,1.0
craps,0.0,1.0
crash,0.0,1.0
crashed,0.0,1.0
crashes,0.0,1.0
crashing,0.0,1.0
crass,0.0,1.0
craven,0.0,1.0
cravenly,0.0,1.0
craze,0.0,1.0
crazily,0.0,1.0
craziness,0.0,1.0
crazy,0.0,1.0
creak,0.0,1.0
creaking,0.0,1.0
creaks,0.0,1.0
credulous,0.0,1.0
creep,0.0,1.0
creeping,0.0,1.0
creeps,0.0,1.0
creepy,0.0,1.0
crept,0.0,1.0
crime,0.0,1.0
criminal,0.0,1.0
cringe,0.0,1.0
cringed,0.0,1.0
cringes,0.0,1.0
cripple,0.0,1.0
crippled,0.0,1.0
cripples,0.0,1.0
crippling,0.0,1.0
crisis,0.0,1.0
critic,0.0,1.0
critical,0.0,1.0
criticism,0.0,1.0
criticisms,0.0,1.0
criticize,0.0,1.0
criticized,0.0,1.0
criticizing,0.0,1.0
critics,0.0,1.0
cronyism,0.0,1.0
crook,0.0,1.0
crooked,0.0,1.0
crooks,0.0,1.0
crowded,0.0,1.0
crowdedness,0.0,1.0
crude,0.0,1.0
cruel,0.0,1.0
crueler,0.0,1.0
cruelest,0.0,1.0
cruelly,0.0,1.0
cruelness,0.0,1.0
cruelties,0.0,1.0
cruelty,0.0,1.0
crumble,0.0,1.0
crumbling,0.0,1.0
crummy,0.0,1.0
crumple,0.0,1.0
crumpled,0.0,1.0
crumples,0.0,1.0
crush,0.0,1.0
crushed,0.0,1.0
crushing,0.0,1.0
cry,0.0,1.0
culpable,0.0,1.0
culprit,0.0,1.0
cumbersome,0.0,1.0
cunt,0.0,1.0
cunts,0.0,1.0
cuplrit,0.0,1.0
curse,0.0,1.0
cursed,0.0,1.0
curses,0.0,1.0
curt,0.0,1.0
cuss,0.0,1.0
cussed,0.0,1.0
cutthroat,0.0,1.0
cynical,0.0,1.0
cynicism,0.0,1.0
dmn,0.0,1.0
damage,0.0,1.0
damaged,0.0,1.0
damages,0.0,1.0
damaging,0.0,1.0
damn,0.0,1.0
damnable,0.0,1.0
damnably,0.0,1.0
damnation,0.0,1.0
damned,0.0,1.0
damning,0.0,1.0
damper,0.0,1.0
danger,0.0,1.0
dangerous,0.0,1.0
dangerousness,0.0,1.0
dark,0.0,1.0
darken,0.0,1.0
darkened,0.0,1.0
darker,0.0,1.0
darkness,0.0,1.0
dastard,0.0,1.0
dastardly,0.0,1.0
daunt,0.0,1.0
daunting,0.0,1.0
dauntingly,0.0,1.0
dawdle,0.0,1.0
daze,0.0,1.0
dazed,0.0,1.0
dead,0.0,1.0
deadbeat,0.0,1.0
deadlock,0.0,1.0
deadly,0.0,1.0
deadweight,0.0,1.0
deaf,0.0,1.0
dearth,0.0,1.0
death,0.0,1.0
debacle,0.0,1.0
debase,0.0,1.0
debasement,0.0,1.0
debaser,0.0,1.0
debatable,0.0,1.0
debauch,0.0,1.0
debaucher,0.0,1.0
debauchery,0.0,1.0
debilitate,0.0,1.0
debilitating,0.0,1.0
debility,0.0,1.0
debt,0.0,1.0
debts,0.0,1.0
decadence,0.0,1.0
decadent,0.0,1.0
decay,0.0,1.0
decayed,0.0,1.0
deceit,0.0,1.0
deceitful,0.0,1.0
deceitfully,0.0,1.0
deceitfulness,0.0,1.0
deceive,0.0,1.0
deceiver,0.0,1.0
deceivers,0.0,1.0
deceiving,0.0,1.0
deception,0.0,1.0
deceptive,0.0,1.0
deceptively,0.0,1.0
declaim,0.0,1.0
decline,0.0,1.0
declines,0.0,1.0
declining,0.0,1.0
decrement,0.0,1.0
decrepit,0.0,1.0
decrepitude,0.0,1.0
decry,0.0,1.0
defamation,0.0,1.0
defamations,0.0,1.0
defamatory,0.0,1.0
defame,0.0,1.0
defect,0.0,1.0
defective,0.0,1.0
defects,0.0,1.0
defensive,0.0,1.0
defiance,0.0,1.0
defiant,0.0,1.0
defiantly,0.0,1.0
deficiencies,0.0,1.0
deficiency,0.0,1.0
deficient,0.0,1.0
defile,0.0,1.0
defiler,0.0,1.0
deform,0.0,1.0
deformed,0.0,1.0
defrauding,0.0,1.0
defunct,0.0,1.0
defy,0.0,1.0
degenerate,0.0,1.0
degenerately,0.0,1.0
degeneration,0.0,1.0
degradation,0.0,1.0
degrade,0.0,1.0
degrading,0.0,1.0
degradingly,0.0,1.0
dehumanization,0.0,1.0
dehumanize,0.0,1.0
deign,0.0,1.0
deject,0.0,1.0
dejected,0.0,1.0
dejectedly,0.0,1.0
dejection,0.0,1.0
delay,0.0,1.0
delayed,0.0,1.0
delaying,0.0,1.0
delays,0.0,1.0
delinquency,0.0,1.0
delinquent,0.0,1.0
delirious,0.0,1.0
delirium,0.0,1.0
delude,0.0,1.0
deluded,0.0,1.0
deluge,0.0,1.0
delusion,0.0,1.0
delusional,0.0,1.0
delusions,0.0,1.0
demean,0.0,1.0
demeaning,0.0,1.0
demise,0.0,1.0
demolish,0.0,1.0
demolisher,0.0,1.0
demon,0.0,1.0
demonic,0.0,1.0
demonize,0.0,1.0
demonized,0.0,1.0
demonizes,0.0,1.0
demonizing,0.0,1.0
demoralize,0.0,1.0
demoralizing,0.0,1.0
demoralizingly,0.0,1.0
denial,0.0,1.0
denied,0.0,1.0
denies,0.0,1.0
denigrate,0.0,1.0
denounce,0.0,1.0
dense,0.0,1.0
dent,0.0,1.0
dented,0.0,1.0
dents,0.0,1.0
denunciate,0.0,1.0
denunciation,0.0,1.0
denunciations,0.0,1.0
deny,0.0,1.0
denying,0.0,1.0
deplete,0.0,1.0
deplorable,0.0,1.0
deplorably,0.0,1.0
deplore,0.0,1.0
deploring,0.0,1.0
deploringly,0.0,1.0
deprave,0.0,1.0
depraved,0.0,1.0
depravedly,0.0,1.0
deprecate,0.0,1.0
depress,0.0,1.0
depressed,0.0,1.0
depressing,0.0,1.0
depressingly,0.0,1.0
depression,0.0,1.0
depressions,0.0,1.0
deprive,0.0,1.0
deprived,0.0,1.0
deride,0.0,1.0
derision,0.0,1.0
derisive,0.0,1.0
derisively,0.0,1.0
derisiveness,0.0,1.0
derogatory,0.0,1.0
desecrate,0.0,1.0
desert,0.0,1.0
desertion,0.0,1.0
desiccate,0.0,1.0
desiccated,0.0,1.0
desititute,0.0,1.0
desolate,0.0,1.0
desolately,0.0,1.0
desolation,0.0,1.0
despair,0.0,1.0
despairing,0.0,1.0
despairingly,0.0,1.0
desperate,0.0,1.0
desperately,0.0,1.0
desperation,0.0,1.0
despicable,0.0,1.0
despicably,0.0,1.0
despise,0.0,1.0
despised,0.0,1.0
despoil,0.0,1.0
despoiler,0.0,1.0
despondence,0.0,1.0
despondency,0.0,1.0
despondent,0.0,1.0
despondently,0.0,1.0
despot,0.0,1.0
despotic,0.0,1.0
despotism,0.0,1.0
destabilisation,0.0,1.0
destains,0.0,1.0
destitute,0.0,1.0
destitution,0.0,1.0
destroy,0.0,1.0
destroyer,0.0,1.0
destruction,0.0,1.0
destructive,0.0,1.0
desultory,0.0,1.0
deter,0.0,1.0
deteriorate,0.0,1.0
deteriorating,0.0,1.0
deterioration,0.0,1.0
deterrent,0.0,1.0
detest,0.0,1.0
detestable,0.0,1.0
detestably,0.0,1.0
detested,0.0,1.0
detesting,0.0,1.0
detests,0.0,1.0
detract,0.0,1.0
detracted,0.0,1.0
detracting,0.0,1.0
detraction,0.0,1.0
detracts,0.0,1.0
detriment,0.0,1.0
detrimental,0.0,1.0
devastate,0.0,1.0
devastated,0.0,1.0
devastates,0.0,1.0
devastating,0.0,1.0
devastatingly,0.0,1.0
devastation,0.0,1.0
deviate,0.0,1.0
deviation,0.0,1.0
devil,0.0,1.0
devilish,0.0,1.0
devilishly,0.0,1.0
devilment,0.0,1.0
devilry,0.0,1.0
devious,0.0,1.0
deviously,0.0,1.0
deviousness,0.0,1.0
devoid,0.0,1.0
diabolic,0.0,1.0
diabolical,0.0,1.0
diabolically,0.0,1.0
diametrically,0.0,1.0
diappointed,0.0,1.0
diatribe,0.0,1.0
diatribes,0.0,1.0
dick,0.0,1.0
dictator,0.0,1.0
dictatorial,0.0,1.0
die,0.0,1.0
diehard,0.0,1.0
died,0.0,1.0
dies,0.0,1.0
difficult,0.0,1.0
difficulties,0.0,1.0
difficulty,0.0,1.0
diffidence,0.0,1.0
dilapidated,0.0,1.0
dilemma,0.0,1.0
dillydally,0.0,1.0
dim,0.0,1.0
dimmer,0.0,1.0
din,0.0,1.0
ding,0.0,1.0
dings,0.0,1.0
dinky,0.0,1.0
dire,0.0,1.0
direly,0.0,1.0
direness,0.0,1.0
dirt,0.0,1.0
dirtbag,0.0,1.0
dirtbags,0.0,1.0
dirts,0.0,1.0
dirty,0.0,1.0
disable,0.0,1.0
disabled,0.0,1.0
disaccord,0.0,1.0
disadvantage,0.0,1.0
disadvantaged,0.0,1.0
disadvantageous,0.0,1.0
disadvantages,0.0,1.0
disaffect,0.0,1.0
disaffected,0.0,1.0
disaffirm,0.0,1.0
disagree,0.0,1.0
disagreeable,0.0,1.0
disagreeably,0.0,1.0
disagreed,0.0,1.0
disagreeing,0.0,1.0
disagreement,0.0,1.0
disagrees,0.0,1.0
disallow,0.0,1.0
disapointed,0.0,1.0
disapointing,0.0,1.0
disapointment,0.0,1.0
disappoint,0.0,1.0
disappointed,0.0,1.0
disappointing,0.0,1.0
disappointingly,0.0,1.0
disappointment,0.0,1.0
disappointments,0.0,1.0
disappoints,0.0,1.0
disapprobation,0.0,1.0
disapproval,0.0,1.0
disapprove,0.0,1.0
disapproving,0.0,1.0
disarm,0.0,1.0
disarray,0.0,1.0
disaster,0.0,1.0
disasterous,0.0,1.0
disastrous,0.0,1.0
disastrously,0.0,1.0
disavow,0.0,1.0
disavowal,0.0,1.0
disbelief,0.0,1.0
disbelieve,0.0,1.0
disbeliever,0.0,1.0
disclaim,0.0,1.0
discombobulate,0.0,1.0
discomfit,0.0,1.0
discomfititure,0.0,1.0
discomfort,0.0,1.0
discompose,0.0,1.0
disconcert,0.0,1.0
disconcerted,0.0,1.0
disconcerting,0.0,1.0
disconcertingly,0.0,1.0
disconsolate,0.0,1.0
disconsolately,0.0,1.0
disconsolation,0.0,1.0
discontent,0.0,1.0
discontented,0.0,1.0
discontentedly,0.0,1.0
discontinued,0.0,1.0
discontinuity,0.0,1.0
discontinuous,0.0,1.0
discord,0.0,1.0
discordance,0.0,1.0
discordant,0.0,1.0
discountenance,0.0,1.0
discourage,0.0,1.0
discouragement,0.0,1.0
discouraging,0.0,1.0
discouragingly,0.0,1.0
discourteous,0.0,1.0
discourteously,0.0,1.0
discoutinous,0.0,1.0
discredit,0.0,1.0
discrepant,0.0,1.0
discriminate,0.0,1.0
discrimination,0.0,1.0
discriminatory,0.0,1.0
disdain,0.0,1.0
disdained,0.0,1.0
disdainful,0.0,1.0
disdainfully,0.0,1.0
disfavor,0.0,1.0
disgrace,0.0,1.0
disgraced,0.0,1.0
disgraceful,0.0,1.0
disgracefully,0.0,1.0
disgruntle,0.0,1.0
disgruntled,0.0,1.0
disgust,0.0,1.0
disgusted,0.0,1.0
disgustedly,0.0,1.0
disgustful,0.0,1.0
disgustfully,0.0,1.0
disgusting,0.0,1.0
disgustingly,0.0,1.0
dishearten,0.0,1.0
disheartening,0.0,1.0
dishearteningly,0.0,1.0
dishonest,0.0,1.0
dishonestly,0.0,1.0
dishonesty,0.0,1.0
dishonor,0.0,1.0
dishonorable,0.0,1.0
dishonorablely,0.0,1.0
disillusion,0.0,1.0
disillusioned,0.0,1.0
disillusionment,0.0,1.0
disillusions,0.0,1.0
disinclination,0.0,1.0
disinclined,0.0,1.0
disingenuous,0.0,1.0
disingenuously,0.0,1.0
disintegrate,0.0,1.0
disintegrated,0.0,1.0
disintegrates,0.0,1.0
disintegration,0.0,1.0
disinterest,0.0,1.0
disinterested,0.0,1.0
dislike,0.0,1.0
disliked,0.0,1.0
dislikes,0.0,1.0
disliking,0.0,1.0
dislocated,0.0,1.0
disloyal,0.0,1.0
disloyalty,0.0,1.0
dismal,0.0,1.0
dismally,0.0,1.0
dismalness,0.0,1.0
dismay,0.0,1.0
dismayed,0.0,1.0
dismaying,0.0,1.0
dismayingly,0.0,1.0
dismissive,0.0,1.0
dismissively,0.0,1.0
disobedience,0.0,1.0
disobedient,0.0,1.0
disobey,0.0,1.0
disoobedient,0.0,1.0
disorder,0.0,1.0
disordered,0.0,1.0
disorderly,0.0,1.0
disorganized,0.0,1.0
disorient,0.0,1.0
disoriented,0.0,1.0
disown,0.0,1.0
disparage,0.0,1.0
disparaging,0.0,1.0
disparagingly,0.0,1.0
dispensable,0.0,1.0
dispirit,0.0,1.0
dispirited,0.0,1.0
dispiritedly,0.0,1.0
dispiriting,0.0,1.0
displace,0.0,1.0
displaced,0.0,1.0
displease,0.0,1.0
displeased,0.0,1.0
displeasing,0.0,1.0
displeasure,0.0,1.0
disproportionate,0.0,1.0
disprove,0.0,1.0
disputable,0.0,1.0
dispute,0.0,1.0
disputed,0.0,1.0
disquiet,0.0,1.0
disquieting,0.0,1.0
disquietingly,0.0,1.0
disquietude,0.0,1.0
disregard,0.0,1.0
disregardful,0.0,1.0
disreputable,0.0,1.0
disrepute,0.0,1.0
disrespect,0.0,1.0
disrespectable,0.0,1.0
disrespectablity,0.0,1.0
disrespectful,0.0,1.0
disrespectfully,0.0,1.0
disrespectfulness,0.0,1.0
disrespecting,0.0,1.0
disrupt,0.0,1.0
disruption,0.0,1.0
disruptive,0.0,1.0
diss,0.0,1.0
dissapointed,0.0,1.0
dissappointed,0.0,1.0
dissappointing,0.0,1.0
dissatisfaction,0.0,1.0
dissatisfactory,0.0,1.0
dissatisfied,0.0,1.0
dissatisfies,0.0,1.0
dissatisfy,0.0,1.0
dissatisfying,0.0,1.0
dissed,0.0,1.0
dissemble,0.0,1.0
dissembler,0.0,1.0
dissension,0.0,1.0
dissent,0.0,1.0
dissenter,0.0,1.0
dissention,0.0,1.0
disservice,0.0,1.0
disses,0.0,1.0
dissidence,0.0,1.0
dissident,0.0,1.0
dissidents,0.0,1.0
dissing,0.0,1.0
dissocial,0.0,1.0
dissolute,0.0,1.0
dissolution,0.0,1.0
dissonance,0.0,1.0
dissonant,0.0,1.0
dissonantly,0.0,1.0
dissuade,0.0,1.0
dissuasive,0.0,1.0
distains,0.0,1.0
distaste,0.0,1.0
distasteful,0.0,1.0
distastefully,0.0,1.0
distort,0.0,1.0
distorted,0.0,1.0
distortion,0.0,1.0
distorts,0.0,1.0
distract,0.0,1.0
distracting,0.0,1.0
distraction,0.0,1.0
distraught,0.0,1.0
distraughtly,0.0,1.0
distraughtness,0.0,1.0
distress,0.0,1.0
distressed,0.0,1.0
distressing,0.0,1.0
distressingly,0.0,1.0
distrust,0.0,1.0
distrustful,0.0,1.0
distrusting,0.0,1.0
disturb,0.0,1.0
disturbance,0.0,1.0
disturbed,0.0,1.0
disturbing,0.0,1.0
disturbingly,0.0,1.0
disunity,0.0,1.0
disvalue,0.0,1.0
divergent,0.0,1.0
divisive,0.0,1.0
divisively,0.0,1.0
divisiveness,0.0,1.0
dizzing,0.0,1.0
dizzingly,0.0,1.0
dizzy,0.0,1.0
doddering,0.0,1.0
dodgey,0.0,1.0
dogged,0.0,1.0
doggedly,0.0,1.0
dogmatic,0.0,1.0
doldrums,0.0,1.0
domineer,0.0,1.0
domineering,0.0,1.0
donside,0.0,1.0
doom,0.0,1.0
doomed,0.0,1.0
doomsday,0.0,1.0
dope,0.0,1.0
doubt,0.0,1.0
doubtful,0.0,1.0
doubtfully,0.0,1.0
doubts,0.0,1.0
douchbag,0.0,1.0
douchebag,0.0,1.0
douchebags,0.0,1.0
downbeat,0.0,1.0
downcast,0.0,1.0
downer,0.0,1.0
downfall,0.0,1.0
downfallen,0.0,1.0
downgrade,0.0,1.0
downhearted,0.0,1.0
downheartedly,0.0,1.0
downhill,0.0,1.0
downside,0.0,1.0
downsides,0.0,1.0
downturn,0.0,1.0
downturns,0.0,1.0
drab,0.0,1.0
draconian,0.0,1.0
draconic,0.0,1.0
drag,0.0,1.0
dragged,0.0,1.0
dragging,0.0,1.0
dragoon,0.0,1.0
drags,0.0,1.0
drain,0.0,1.0
drained,0.0,1.0
draining,0.0,1.0
drains,0.0,1.0
drastic,0.0,1.0
drastically,0.0,1.0
drawback,0.0,1.0
drawbacks,0.0,1.0
dread,0.0,1.0
dreadful,0.0,1.0
dreadfully,0.0,1.0
dreadfulness,0.0,1.0
dreary,0.0,1.0
dripped,0.0,1.0
dripping,0.0,1.0
drippy,0.0,1.0
drips,0.0,1.0
drones,0.0,1.0
droop,0.0,1.0
droops,0.0,1.0
dropout,0.0,1.0
dropouts,0.0,1.0
drought,0.0,1.0
drowning,0.0,1.0
